ID,sentence,label,language
239,"ਬੰਗਾਲ ਦੇ ਸਾਬਕਾ ਮੁੱਖ ਮੰਤਰੀ ਸਿਧਾਰਥ ਸ਼ੰਕਰ ਰਾਏ ਦੀ ਰਿਹਾਇਸ਼, ਇਹ ਵਿਰਾਸਤੀ ਇਮਾਰਤ ਸੈਲਾਨੀਆਂ ਨੂੰ ਇਸ ਸਥਾਨ 'ਤੇ ਘਰੇਲੂ ਭੋਜਨ ਦੇ ਨਾਲ-ਨਾਲ ਵਿਰਾਸਤੀ ਰਿਹਾਇਸ਼ ਦਾ ਅਨੁਭਵ ਪ੍ਰਦਾਨ ਕਰਦੀ ਹੈ। ਮਹਿਮਾਨਾਂ ਦਾ ਸੁਆਗਤ ਕਰਨ ਵਾਲੀ ਕਾਫ਼ੀ ਵੱਡੀ ਲਾਇਬ੍ਰੇਰੀ ਦੇ ਨਾਲ ਮਾਹੌਲ ਵਧੀਆ ਹੈ; ਕਾਲੀਘਾਟ ਵਿੱਚ ਇੱਕ ਫਾਇਦੇਮੰਦ ਸਥਿਤੀ ਵਿੱਚ ਸਥਿਤ, ਆਂਢ-ਗੁਆਂਢ ਸ਼ਾਂਤ, ਨਿਰਮਲ ਅਤੇ ਸੁਰੱਖਿਅਤ ਹੈ।",Positive,pa
240,ஹேவல்ஸின் பர்சனல் ஏர் கூலரில் சிறிய அரை HP மோட்டார் பொருத்தப்பட்டுள்ளது. இது போன்ற சிறிய குளிர்சாதனப் பெட்டிக்கு அதுவே போதுமானது என்பதோடு மிகக் குறைந்த மின்சாரத்தையே பயன்படுத்துகிறது.,Positive,ta
241,पूरे दिन त्वचा को नमीयुक्त रखता है।,Positive,hi
242,"నేను నాణ్యతను ఎంతో అభినందిస్తున్నాను, దీనిలో తేలికైన మరియు ఫ్లెక్సిబుల్ షాఫ్ట్‌ ఉంటాయి.",Positive,te
243,"ஒரு பெரிய தொட்டி உள்ளது, ஆனால் மோட்டார் 1 HP தான் இருக்கிறது. இது ஒரு பெரிய பகுதியை அடைத்துக் கொள்வது போல் தோன்றினாலும், மோட்டார் வரம்புகளை தாண்ட அனுமதிக்காது.",Negative,ta
244,"റേറ്റിംഗുകൾ കാരണം ഞാൻ ഈ പുസ്തകം വാങ്ങി, ഞാൻ തികച്ചും നിരാശനായി! കഥ വായിച്ചു കൊണ്ടിരിക്കുമ്പോൾ കുട്ടികൾക്ക് കാണാൻ ആവശ്യത്തിന് ചിത്രങ്ങൾ ഇല്ലായിരുന്നു.",Negative,ml
245,ಇದು ಎಲ್ಲಾ 4 ಕಡೆಗಳಲ್ಲಿ ವಾತಾಯನಕ್ಕಾಗಿ ಜಾಲರಿ ಕಿಟಕಿಗಳು ಮತ್ತು ಮುಂಭಾಗದ ಬಾಗಿಲುಗಳನ್ನು ಹೊಂದಿದೆ.,Positive,kn
246,اینڈ اف دا افیئر' ایک شاہکار ہے جس کو پڑھا جاتا ہے جس کا وہ مستحق ہے! کولن فرتھ کی آواز اور لہجہ اداسی، نفرت، اداسی اور محبت کو شاندار انداز میں پیش کرتا ہے۔,Positive,ur
247,వివిధ రకాలైన కుసైన్‌ల నుంచి నాన్ వెజ్ వంటకాలను మంచిది,Positive,te
248,"निर्मात्यांना याचा सहजपणे लोकशिक्षणासाठी वापर करता आला असता, पण त्याऐवजी त्यांनी सरकारवर उपरोधिक टीका करायचे ठरवले आहे.",Negative,mr
249,"ଯେକୌଣସି ପ୍ରକାରର ଆଲୋଚନା କରିବା ଏବଂ ଖୋଜିବା ପାଇଁ ଏହା କେବଳ ଏକ ଉପଯୁକ୍ତ ସ୍ଥାନ | ଯଦି ଆପଣ ସର୍ବଦା ଏକ ଫୋରମ୍ କିମ୍ବା ସମ୍ପ୍ରଦାୟର ଏକ ସକ୍ରିୟ ଅଂଶ ହୋଇଥିବେ ତେବେ ଏହା ହେଉଛି ଆପଣଙ୍କର ସଠିକ୍ ଆପ୍, କାରଣ ଜର୍ନାଲସି ହେଉଛି ଆପ୍ ଫର୍ମାଟରେ ଫୋରମର ବିବର୍ତ୍ତନ |",Positive,or
250,"যদিও কুলাৰটোত এখন ডাঙৰ ফেন আছে, ইয়াত ব্ল'ৱাৰ নাই। গতিকে যদিও শীতল কৰাৰ ক্ষমতা ভাল, বতাহ বিয়পি পৰে আৰু অদক্ষ যেন লাগে।",Negative,as
251,இந்த அப்ளிகேஷனில் நாம் தேடும் போது பல நல்ல நிகழ்ச்சிகள் காட்டப்படுவதில்லை. அவை ஹோம் ஸ்கிரீனில் காட்டப்படுவதில்லை. சில ஒலிப்புத்தகங்களைப் பற்றி நீங்கள் விளம்பரம் மூலம் தெரிந்து கொள்ளலாம்.,Negative,ta
252,"स्कुपनि मोनसे जेंनाया जादों बेजों गोरलैयैनो फटʼ, भिदिअ सेयार खालामनो हाया। बेखौ बाहायनो लानायनि सिगांनो नों बेनि सोमोन्दै सोलोंग्रोना लानांगोन। बेनि मोनसेबो आगजुवानो सरासनस्रा गोरलै नङा।",Negative,bd
253,इतर अनेकांपेक्षा दर जास्त आहे.,Negative,mr
254,"ପୃଷ୍ଠାଗୁଡ଼ିକ ସଠିକ୍ ଭାବରେ ସିଲେଇ ହୋଇନାହିଁ | ବହିରୁ ଅଧା ପୃଷ୍ଠା ଅଲଗା, ଯଦି ତୁମେ କେବଳ ସମସ୍ତ ପୃଷ୍ଠାଗୁଡ଼ିକୁ ଥରେ ଓଲଟାଇଦିଅ | ଭୟଙ୍କର, ଭୟଙ୍କର କ୍ୱାଲିଟି |",Negative,or
255,মাতৃ আৰু পুত্ৰৰ এটা সাধাৰণ কাহিনী য'ত ইয়াক অতিনাটকীয় দেখুৱাবলৈ বিফল প্ৰচেষ্টা কৰা হৈছে।,Negative,as
256,ಉತ್ತಮ ದಕ್ಷತೆಗಾಗಿ ವಿನ್ಯಾಸಗೊಳಿಸಲಾದ ಮೋಟಾರು ಬಲವಂತದ ಉಸಿರಾಟದೊಂದಿಗೆ ಕೊನೆಗೊಳ್ಳುತ್ತದೆ. 1ಹೆಚ್. ಪಿ ಮೋಟಾರು ಸಹಾಯ ಮಾಡುತ್ತಿಲ್ಲ,Negative,kn
257,അവ ഇന്ധനക്ഷമതയുള്ളതും മികച്ച മൈലേജ് നൽകുന്നതും ഇന്ത്യൻ ആഭ്യന്തര വ്യാവസായിക ശക്തിയുടെ പ്രതീകവുമാണ്,Positive,ml
258,"വളരെ കുറഞ്ഞ ശബ്‌ദം, സംഗീതം കേൾക്കുമ്പോൾ ചുറ്റുമുള്ള അന്തരീക്ഷ ശബ്‌ദം തടസ്സപ്പെടുത്തുന്നു",Negative,ml
259,"ହୋଣ୍ଡା ନିର୍ଭରଯୋଗ୍ୟ, ଦୀର୍ଘ-ସ୍ଥାୟୀ ଏବଂ ଇନ୍ଧନ ଦକ୍ଷ ମୋଟରସାଇକେଲ ତିଆରି ପାଇଁ ଜଣାଶୁଣା | ସେମାନଙ୍କର ଜାପାନୀ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା ଭାରତୀୟ ରାସ୍ତା ପାଇଁ ଅତ୍ୟନ୍ତ ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ ଏବଂ ଉପଯୁକ୍ତ ବୋଲି ବିବେଚନା କରାଯାଏ | ହୋଣ୍ଡା ଠାରୁ ଆଉ ଏକ ମହାନ ବାଇକ୍",Positive,or
260,"আশ্চৰ্যকৰ আৰু অনুপ্ৰেৰণাদায়ক চিনেমা, নতুন প্ৰজন্মৰ সকলোৱে চাবই লাগিব। ফ'কাচৰ অৰ্থ কি আৰু আপুনি কেনেদৰে জীৱনত সফলতাৰ শীৰ্ষত আৰোহণ কৰিব পাৰে, যদি এই সৰু ছোৱালীজনীয়ে এইটো কৰিব পাৰে, আপুনি কিয় জীৱনত সৰ্বশ্ৰেষ্ঠ হ'ব নোৱাৰিব।",Positive,as
261,49mm થ્રેડ સાઇઝ અને નવા UX UV ફિલ્ટર સાથે પણ આવે છે.,Positive,gu
262,"ஒவ்வொரு ஆப்பரேட்டிங் சிஸ்டத்துடனும், ஸ்மார்ட் போன்களுடனும் கூட பொருந்தும்.",Positive,ta
263,ನಡಿಗೆಯಲ್ಲಿ ಅಥವಾ ನನ್ನ ದೈನಂದಿನ ಪ್ರಯಾಣದಲ್ಲಿ ಯುಗಳ ನಿರೂಪಣೆಯ ಕಥೆಗಳನ್ನು ಕೇಳುವುದನ್ನು ನಾನು ನಿಜವಾಗಿಯೂ ಆನಂದಿಸುತ್ತೇನೆ ಏಕೆಂದರೆ ಧ್ವನಿಗಳಲ್ಲಿನ ಬದಲಾವಣೆಯು ನನ್ನನ್ನು ಕಥೆಯಲ್ಲಿ ತೊಡಗಿಸಿಕೊಳ್ಳುತ್ತದೆ. ನಾವು ಆಡಿಬಲ್‌ನ ಯುಗಳ ನಿರೂಪಣೆ ವಿಭಾಗದಲ್ಲಿ ಕಥೆಯನ್ನು ಹೆಚ್ಚು ಅನುಭವಿಸಬಹುದು.,Positive,kn
264,"पार्क में बच्चों के लिए खेलने के काफी चीज़ें हैं और ओपन जिम के सामान हैं, अच्छी घास और हरियाली के साथ बैठने के लिए एक शेल्टर है। यह बच्चों को लाने के लिए अच्छी जगह है।",Positive,hi
265,स्वेटर धुवायला आणि काळजी घ्यायला अवघड आहे आणि एकाच वापरानंतर खूप गोळे आले. मळला की मला तो दरवेळी ड्राय-क्लिनिंगसाठी पाठवावा लागतो.,Negative,mr
266,নামটোৱেই যাদুকৰী। তেওঁলোকে কাহিনীবোৰৰ বাবে ব্যৱহাৰ কৰা ছবিবোৰো মই ভাল পাওঁ। কাহিনীবোৰ বেছিভাগ 'চম্পকৱান' নামৰ জংঘলৰ আৰু ইয়াত থকা জন্তুবোৰৰ ওপৰত কিন্তু তথাপিও সকলোবোৰ কাহিনী আকৰ্ষণীয়।,Positive,as
267,यह बालों को ठीक से ट्रिम नहीं करता है।,Negative,hi
268,ভিতৰৰ ডিফিউজাৰ নোহোৱাৰ বাবে ডিফিউজাৰটো আংশিকভাৱে আৱৰা/ নন-ইউনিফৰ্ম।,Negative,as
269,हे घेतल्यावर प्रत्येकवेळी कुत्र्याला जुलाब झाले.,Negative,mr
270,"""இன்டீரியர்கள் சுத்தமாக இல்லை, அவை டெர்மினலில் நீண்ட நேரம் இருக்காததால் இருக்கலாம். """,Negative,ta
